QUOTE_DATE,STRIKE,TERM,PARAM_A,PARAM_B,PARAM_C
2021-03-03,3820.0,1M,-133.4334875198198,9.677111917235889,5.6740567723115705
2021-03-03,3820.0,1M,-167.46858889270186,10.859083063294714,6.949552135456326
2021-03-03,3820.0,1M,-162.69399344536524,10.490629747683663,6.79888543320089
2021-03-03,3820.0,1M,-164.57746704083723,8.648260261550123,7.155616132965153
2021-03-03,3820.0,1M,-153.5254444089535,-1.6056875208243142,8.009540252602157
2021-03-03,3820.0,1M,-93.86354653471972,-13.715588674843548,6.877962830323076
2021-03-03,3820.0,1M,-108.88300293218464,-9.625089603068632,7.008650132984439
2021-03-05,3820.0,1M,-117.54810351379943,-0.7926402076389881,6.497137414042602
2021-03-05,3820.0,1M,-123.94155643731857,0.4822577123738881,6.663326547772553
2021-03-05,3820.0,1M,-124.3564694454732,1.8623981370525433,6.508748195782565
2021-03-05,3820.0,1M,-125.12976999877134,3.2347038411349143,6.3754606500849835
2021-03-05,3820.0,1M,-141.33594505161105,10.524001442217816,6.434600127205526
2021-03-05,3820.0,1M,-152.653063565752,14.99044239824062,6.504826322049223
2021-03-08,3820.0,1M,-174.2892253916908,11.128516766122003,7.811058453539313
2021-03-08,3820.0,1M,-213.63453753520713,25.273841415283325,8.311096574577647
2021-03-08,3820.0,1M,-218.7624104973024,26.9349977318977,8.406999890961231
2021-03-08,3820.0,1M,-203.800016988961,30.945397458599018,7.247911174071494
2021-03-08,3820.0,1M,-203.34019274063715,26.371360362890517,8.02933964935086
2021-03-08,3820.0,1M,-209.14975359749707,25.352738421996914,8.46488911009747
2021-03-08,3820.0,1M,-216.5237075637049,25.498171929767665,8.841921760027024
2021-02-03,3825.0,1M,-276.5487954570144,73.24411014183669,2.608291627275628
2021-02-03,3825.0,1M,-289.48790611710865,73.66822496187469,3.13451995923175
2021-02-03,3825.0,1M,-271.9439241035021,69.10555747566605,2.9594676385954455
2021-02-03,3825.0,1M,-267.8459651292277,60.625159028691584,3.519709642269768
2021-02-25,3825.0,1M,59.92998726554381,-20.22441365353978,-0.2252882407570062
2021-02-25,3825.0,1M,63.48088578484819,-21.230952547982323,-0.44440385011023
2021-02-25,3825.0,1M,-2.1556934981184392,-10.044235503401465,0.954312829903147
2021-02-25,3825.0,1M,-4.422875079602102,-8.708079411974296,0.9076957137621798
2021-02-25,3825.0,1M,-0.5795661666297527,-8.958361930757361,0.7900342980716605
2021-02-25,3825.0,1M,55.70154966341377,-24.961361864185587,0.42358802068295026
2021-02-25,3825.0,1M,28.91258902242728,-22.558471106223568,1.2040565415974975
2021-02-25,3825.0,1M,63.87950984063559,-33.685936404484956,1.0584049048198652
2021-02-25,3825.0,1M,88.86653270243207,-38.171389554189204,0.5268142267036644
2021-02-25,3825.0,1M,88.75635187325311,-38.02851360218732,0.4854821812847817
2021-03-03,3825.0,1M,89.5302076212022,-30.5623023831744,-0.6540915073235644
2021-03-03,3825.0,1M,70.58145867715452,-26.46307110846652,-0.3177971397460838
2021-03-03,3825.0,1M,55.674491779871474,-23.378731221812483,-0.07085214214575127
2021-03-03,3825.0,1M,53.71728043188872,-22.67986587382983,-0.08231390025720915
2021-03-03,3825.0,1M,48.07312221182877,-22.29842781026149,0.10877388952160584
2021-03-03,3825.0,1M,67.00639783585795,-28.76588211796977,0.11984582757249576
2021-03-03,3825.0,1M,62.91719943570945,-27.45471630051228,0.18485899160293484
2021-03-03,3825.0,1M,69.21362933355881,-30.205982035126695,0.2786374587643675
2021-03-03,3825.0,1M,70.08417473432993,-30.496538852086108,0.3035086833746417
2021-03-05,3825.0,1M,70.69342881863267,-25.261114886105304,-0.2201543602940917
2021-03-05,3825.0,1M,70.67983740356108,-24.746306473900706,-0.26071166019219943
2021-03-05,3825.0,1M,68.82164431778699,-28.731879146794455,0.2587905663206323
2021-03-05,3825.0,1M,79.0191020815409,-33.525124659118724,0.7716625229309542
2021-03-05,3825.0,1M,85.84577839329664,-26.87694474057734,-0.17846732136004836
2021-03-05,3825.0,1M,85.54380817814085,-26.38735334522771,-0.22964315088565218
2021-03-05,3825.0,1M,89.66905865442153,-22.691238071902692,-0.9606740624367428
2021-03-05,3825.0,1M,85.94780502806509,-20.127721748442962,-1.055378813864206
2021-03-05,3825.0,1M,87.4829445886481,-21.007297326641474,-1.0491243203057457
2021-03-08,3825.0,1M,100.11305869795227,-21.785283716913607,-1.4327874333222315
2021-03-08,3825.0,1M,91.20430314351054,-23.0580428309324,-0.8509883758980931
2021-03-08,3825.0,1M,89.03513532025947,-23.052185885374218,-0.7598005413917286
2021-03-08,3825.0,1M,66.86291534300085,-21.224582992877203,-0.017560861731265878
2021-03-08,3825.0,1M,71.1934060923468,-14.588653533152256,-1.131618548970566
2021-03-08,3825.0,1M,68.18243138141116,-26.262042570160254,0.6543342073928516
2021-03-08,3825.0,1M,70.04764880519369,-29.742687389248285,1.0543952424082417
2021-02-25,3830.0,1M,-154.78508316274463,29.199626556278176,4.198228214503282
2021-02-25,3830.0,1M,-198.0141963206928,32.9456547179737,5.525736074186648
2021-02-25,3830.0,1M,-179.2876492231711,26.85958685236403,5.521848669086705
2021-02-25,3830.0,1M,-158.15092161082643,23.79372724766214,5.042156725692637
2021-02-25,3830.0,1M,-170.95325346422095,30.73088433842359,4.852964041690748
2021-02-25,3830.0,1M,-157.41695665001302,26.44347385055518,4.80864101713852
2021-02-25,3830.0,1M,-167.56620031546714,27.53200956769809,5.060688342224792
2021-02-25,3830.0,1M,-160.19922713617805,24.37964253526446,5.116592684218535
2021-03-03,3830.0,1M,-183.5529923580985,34.0483506999682,4.971161753860511
2021-03-03,3830.0,1M,-183.72806334804778,32.09377778986823,5.257057947368744
2021-03-03,3830.0,1M,-268.480756949834,48.3033697245072,6.773433900214325
2021-03-03,3830.0,1M,-243.15690605706612,42.35425737156563,6.434540537637775
2021-03-03,3830.0,1M,-232.56598520351722,39.34474569968582,6.377721166116718
2021-03-03,3830.0,1M,-224.50907503998565,37.108123274276366,6.3287003563454505
2021-03-03,3830.0,1M,-213.78303681081164,23.276913294197367,7.5827482938336175
2021-03-03,3830.0,1M,-224.89707377966562,21.768144156284976,8.245577574525072
2021-03-03,3830.0,1M,-223.7807472010943,15.665958036402836,8.97882632340828
2021-03-05,3830.0,1M,-225.85880609650914,21.20903037817252,8.51043890871461
2021-03-05,3830.0,1M,-227.27444535499004,21.97809845295678,8.50733924720157
2021-03-05,3830.0,1M,-232.79225776725386,32.259584282021684,7.682300042301314
2021-03-05,3830.0,1M,-245.2947893545546,27.863362245150277,8.928303382380724
2021-03-05,3830.0,1M,-257.3548717497669,28.47292457533003,9.537955100343552
2021-03-05,3830.0,1M,-267.1084979263607,29.133023864623564,9.983337182122249
2021-03-05,3830.0,1M,-271.04696818692463,34.00019991024523,9.546978215851938
2021-03-05,3830.0,1M,-274.04730610536114,60.408309547238794,6.278534130795957
2021-03-05,3830.0,1M,-264.27842964845667,64.18552330656799,5.367507053047619
2021-03-08,3830.0,1M,-306.96025388234744,121.19550644777756,-0.01521495575436294
2021-03-08,3830.0,1M,-286.5930907440733,114.83840483528502,-0.17264344771344345
2021-03-08,3830.0,1M,-275.2559516672137,109.48883046427238,-0.11726869797643422
2021-03-08,3830.0,1M,-268.93577850471496,109.21658838557076,-0.30927388493371344
2021-03-08,3830.0,1M,-296.0769483142387,113.84532616966649,0.4688102936688206
2021-03-08,3830.0,1M,-290.084557703755,107.97935263598646,0.998880856449144
2021-03-08,3830.0,1M,-266.05211851947587,104.8363090241699,0.589556101593466
2021-02-02,3815.0,1M,-52.89354146351925,41.04241188463259,-5.57453700826093
2021-02-02,3815.0,1M,-149.35470457747064,34.20690684168119,-0.28395210785456093
2021-02-02,3815.0,1M,-145.77233294565386,37.65695673875458,-0.8354877994428711
2021-02-02,3815.0,1M,-144.11062927486077,29.776899149540952,-0.08348068925246939
2021-02-02,3815.0,1M,-132.07865372664082,35.4063379452197,-1.0823408445607718
2021-02-02,3815.0,1M,-127.30046163451186,34.46436829667887,-1.1156737143116422
2021-02-02,3815.0,1M,-130.79815568906736,22.6804755579667,0.13689102473523246
2021-02-03,3815.0,1M,-203.38450263095183,40.01639192794454,1.5734926587782871
2021-02-03,3815.0,1M,-204.54851248983022,42.12302003904953,1.390862756240491
2021-02-03,3815.0,1M,-245.71977516654414,60.63583594047999,1.285822897801741
2021-02-03,3815.0,1M,-232.40666277673628,52.87091963258056,1.5684047489444823
2021-02-03,3815.0,1M,-257.8273630448057,64.30441184909763,1.4419930151691387
2021-02-03,3815.0,1M,-263.13200112718386,66.62369515307608,1.4192113561324915
2021-02-03,3815.0,1M,-268.828631128943,69.69715727839478,1.3298047364811687
2021-02-25,3815.0,1M,-263.36575707289757,68.27844311588368,1.2744234309119205
2021-02-25,3815.0,1M,-248.51002764448316,65.98938812657045,0.9283228371338056
2021-02-25,3815.0,1M,-221.81782505856734,65.72317467412132,-0.05396050852359284
2021-02-25,3815.0,1M,-178.74572632102283,61.00798349496679,-1.2945975814187567
2021-02-25,3815.0,1M,-92.6724468850142,55.52090932786793,-4.133713585790819
2021-02-25,3815.0,1M,-112.46960036053005,60.68065508088128,-3.9337542682595776
2021-02-25,3815.0,1M,-103.84616062001281,57.41321507686607,-3.907589635704585
2021-02-25,3815.0,1M,-49.11985255634274,47.36906402296113,-4.9748453080267785
2021-02-25,3815.0,1M,-42.13828362664997,46.82473394567878,-5.216059030935377
2021-03-03,3815.0,1M,-35.601696158304996,39.626410450155646,-4.571674528851058
2021-03-03,3815.0,1M,-34.32348648428853,39.34861164866346,-4.611216219712592
2021-03-03,3815.0,1M,-66.5115085798615,48.941548090213836,-4.465231263901864
2021-03-03,3815.0,1M,-68.46237906829982,49.14469493393986,-4.404342460217962
2021-03-03,3815.0,1M,-48.34541653988475,46.53557583117118,-4.98118811234262
2021-03-03,3815.0,1M,-63.582746932378264,51.8602661931313,-5.037455594161397
2021-03-03,3815.0,1M,-129.52122008487282,68.48739207511579,-4.402142063979432
2021-03-03,3815.0,1M,-124.1721388166564,66.23599764727123,-4.356783529752788
2021-03-05,3815.0,1M,-138.84419292591926,61.796863416297036,-2.879645818015126
2021-03-08,3815.0,1M,-139.9795929699638,61.343801540261616,-2.6252161531454163
2021-03-08,3815.0,1M,-158.50840552515518,59.6441167831933,-1.4642547108269865
2021-03-08,3815.0,1M,-166.5601398762016,59.273387522296304,-1.0707954751075501
2021-03-08,3815.0,1M,-169.50069769448373,59.96520484464225,-1.022071243607389
2021-03-08,3815.0,1M,-170.27907288286602,64.14000851490245,-1.8149298296366767
2021-03-08,3815.0,1M,-167.46848899394914,61.87178734780351,-1.6640173134325764
2021-01-28,3810.0,1M,-358.4645423259589,-24.96017856686047,19.205895128784455
2021-01-28,3810.0,1M,-311.32816671855744,-15.828594923260859,15.860589626120507
2021-01-28,3810.0,1M,-251.31322191834735,-27.382298838716476,14.734319633184471
2021-01-28,3810.0,1M,-217.37347283163876,-37.333181641799385,14.493814991276402
2021-01-28,3810.0,1M,-50.14785417825971,-91.68387729619228,14.069627845612205
2021-01-28,3810.0,1M,-70.80903683951294,-84.60828968732325,14.080041566076055
2021-01-28,3810.0,1M,-124.46513675832061,-69.2108835828259,14.438643128305625
2021-02-02,3810.0,1M,-133.25915839837,-67.09828092837684,14.592254285742248
2021-02-02,3810.0,1M,-145.45328955488566,-47.92536319405766,12.383929932120564
2021-02-02,3810.0,1M,-145.8220816783994,-53.65288532133325,13.028920243013484
2021-02-02,3810.0,1M,-145.0942351138754,-48.151247427925455,12.43156739474212
2021-02-02,3810.0,1M,-150.17402865163444,-31.91803847206761,10.86644736134747
2021-02-02,3810.0,1M,-137.21159297218205,-40.40845080428246,11.246691770103107
2021-02-02,3810.0,1M,-130.62031536557998,-43.356321311784264,11.388422188264608
2021-02-02,3810.0,1M,-136.70745415641912,-36.18708915241982,10.923594371777224
2021-02-03,3810.0,1M,-143.70611684066972,-33.74109113230751,10.940156579439268
2021-02-03,3810.0,1M,-123.78483434311512,-39.106762115273376,10.587844887875026
2021-02-03,3810.0,1M,-163.51053021773768,-25.17339216032547,10.880380430351746
2021-02-25,3810.0,1M,-165.53397895761185,-24.394685529619323,10.862854763528766
2021-02-25,3810.0,1M,-159.3443294362395,-25.828096849289942,10.794341806503697
2021-02-25,3810.0,1M,-147.2313608211124,-20.419958353208365,9.719624272052561
2021-02-25,3810.0,1M,-95.64679961443402,-23.701197094811928,7.940125736565931
2021-02-25,3810.0,1M,-65.46314166210036,-11.118796276374292,4.813418106947992
2021-02-25,3810.0,1M,-31.69991322063932,-10.693845609268223,3.3951489958098606
2021-02-25,3810.0,1M,-41.385202821991186,-7.467147151495565,3.384671813800434
2021-02-25,3810.0,1M,-34.69722904898098,-10.337463969062027,3.4771738013720035
2021-02-25,3810.0,1M,71.25410629281586,8.412297018370108,-3.5332284871395445
2021-02-25,3810.0,1M,-4.594093510343973,46.033959268943796,-4.627594964639701
2021-03-03,3810.0,1M,0.6665020422016232,38.420732777248446,-3.8186668389722787
2021-03-03,3810.0,1M,-8.88588873769494,40.7593536637723,-3.6427233566713677
2021-03-03,3810.0,1M,-0.6653289463408016,45.62644403859495,-4.434221564078231
2021-03-03,3810.0,1M,-1.7066033986877158,50.28955216436525,-4.890270064517829
2021-03-03,3810.0,1M,23.2982527539575,59.638239918409994,-6.9112580355678634
2021-03-03,3810.0,1M,31.164884621096192,56.996881615797555,-6.896867079008993
2021-03-03,3810.0,1M,26.671148650342413,60.54086608807089,-7.137041759230528
2021-03-03,3810.0,1M,37.04471786144486,58.46391572929613,-7.257370385915912
2021-03-03,3810.0,1M,12.00101012136007,71.25916073923592,-7.659700570220919
2021-03-04,3810.0,1M,30.669939445002544,70.54087921919499,-8.797852158521923
2021-03-08,3810.0,1M,16.09751831241466,78.01552271316767,-9.000794298456176
2021-03-08,3810.0,1M,-4.0471996444750475,96.35348162452387,-10.067824848893512
2021-03-08,3810.0,1M,10.52709335335774,96.47695730549925,-10.76009223587147
2021-03-08,3810.0,1M,13.98161541379337,100.45703774029873,-11.347891747512344
2021-03-08,3810.0,1M,15.801660149451342,99.61506455375483,-11.384767824021809
2021-03-08,3810.0,1M,7.690470839995436,103.52690186650813,-11.443861785148751
2021-03-08,3810.0,1M,22.67422288419438,101.0233129954726,-11.843620790559628
2021-02-01,3800.0,1M,-193.09529157663573,94.58924424671885,-3.6099612621630506
2021-03-03,3800.0,1M,-221.78851361351101,125.36757481352022,-6.07598023830846
2021-03-03,3800.0,1M,-151.07800429805454,127.60209090949382,-9.613380832421319
2021-03-03,3800.0,1M,-11.691535975271329,118.41453011112634,-14.18183192939709
2021-03-03,3800.0,1M,-10.061176464864554,119.5291829139731,-14.369358236903011
2021-03-03,3800.0,1M,-59.93271449788014,121.93185716427185,-12.539081143059269
2021-03-03,3800.0,1M,-66.14987584196419,129.53464394797498,-13.075253887653849
2021-03-03,3800.0,1M,-67.90780543359787,130.1954902009364,-13.103758314560134
2021-03-03,3800.0,1M,-27.42137342108179,117.26714767050487,-13.738337728723343
2021-03-03,3800.0,1M,-31.447039034099866,115.80062916367017,-13.727444526160951
2021-03-04,3800.0,1M,-57.331915554828264,146.16240114153015,-16.393078198323927
2021-03-04,3800.0,1M,-107.02388208528231,161.67375925590946,-16.09400617287245
2021-03-04,3800.0,1M,-72.37073557974784,138.12687643223654,-14.5489381341611
2021-03-04,3800.0,1M,-122.96190265806855,163.2277392274939,-15.42793975384172
2021-03-04,3800.0,1M,-64.27773473001143,144.69378703001337,-15.725597122592509
2021-03-04,3800.0,1M,-120.7775167101402,168.51773244768228,-16.226562873231973
2021-03-08,3800.0,1M,-121.97892084582757,175.22813291102653,-16.80137391092725
2021-03-08,3800.0,1M,-114.49834628406838,179.88498649831703,-17.609796286582256
2021-03-08,3800.0,1M,-155.22895642007853,164.46846625823025,-13.373598469831546
2021-03-08,3800.0,1M,-171.79878937689054,172.0517438400913,-13.012241598071675
2021-03-03,3795.0,1M,54.65803722483463,-13.367445837960812,-1.611621928762755
2021-03-03,3795.0,1M,35.391249862534025,-3.0116090611189,-1.6801851577172215
2021-03-03,3795.0,1M,-31.7147242248441,5.553288078042295,-0.05949569298054986
2021-03-03,3795.0,1M,50.0678189261882,-10.593493274782949,-1.2292304464912072
2021-03-04,3795.0,1M,61.65503463510522,-30.98560837730124,0.9803011417189537
2021-03-04,3795.0,1M,124.35005169941284,-45.83835583622464,0.09354489139845448
2021-03-04,3795.0,1M,162.75247353570475,-56.388816123326336,-0.28535226784071294
2021-03-04,3795.0,1M,88.59952651012819,-38.48869410915549,0.6495920341605104
2021-03-04,3795.0,1M,29.710342065212025,-16.44754353990365,0.9290739155115237
2021-03-04,3795.0,1M,3.6922189585331466,-8.866514184442984,1.3673752011461968
2021-03-03,3790.0,1M,-143.64288196172137,-23.778313678869065,11.737174187557246
2021-03-04,3790.0,1M,-93.90496742757232,-41.645975566511574,11.380287436354022
2021-03-04,3790.0,1M,-92.22095113528813,-41.86570675024084,11.338919546836237
2021-03-04,3790.0,1M,-73.83619081936894,-43.84276220800573,10.806832152918185
2021-03-04,3790.0,1M,71.33972348173327,-64.94215706853045,7.099509248646771
2021-03-04,3790.0,1M,106.41984275030214,-82.07276448347005,7.656508787511185
2021-03-04,3790.0,1M,91.39812361936313,-76.21709535225233,7.655740959125455
2021-03-04,3790.0,1M,97.98811055185399,-71.42831066633823,6.553045473902593
2021-02-25,3805.0,1M,-14.109552623837224,-2.954343489087211,-0.32926096191586673
2021-02-25,3805.0,1M,188.6526968979321,-45.38894612913371,-3.639541466682731
2021-02-25,3805.0,1M,197.60318490209428,-50.19181997389516,-3.481024153065766
2021-03-03,3805.0,1M,181.79690170618366,-33.36709680017353,-4.924378985841404
2021-03-03,3805.0,1M,173.122026120472,-41.12897774484119,-3.828416929349704
2021-03-03,3805.0,1M,146.09773146427543,-39.59941096362151,-2.9219002991622247
2021-03-03,3805.0,1M,168.53993750123246,-36.33863257355932,-4.458077917082521
2021-03-03,3805.0,1M,98.75753702370433,-39.13001055553314,-1.3138505714612414
2021-03-03,3805.0,1M,96.63652980115732,-38.6755822339026,-1.2963420716415248
2021-03-03,3805.0,1M,56.59191128348397,-33.19449728704271,-0.4100337259146446
2021-03-03,3805.0,1M,94.5515039013628,-40.42196870569372,-1.185081126601227
2021-03-04,3805.0,1M,168.22049302806212,-80.59858823282387,0.19121448573402075
2021-03-04,3805.0,1M,120.20018900893075,-48.75745219026457,-1.1596730314193504
2021-03-08,3805.0,1M,115.06088819975754,-53.154553438045504,-0.5052875586418553
2021-03-08,3805.0,1M,113.12899678176558,-58.265280558559866,0.11899325886444492
2021-03-08,3805.0,1M,103.43814710753715,-66.20325816757634,1.4133481180881533
2021-03-08,3805.0,1M,105.95613053200445,-64.57959549142714,1.1341413798778337
2021-03-08,3805.0,1M,109.86766016280811,-64.20051618723129,0.877791936661894
2021-03-08,3805.0,1M,124.2517632251521,-69.80434376597807,0.4373279717035092
2021-02-25,3850.0,1M,-814.5565818011816,187.32706117597607,11.166887871543377
2021-02-25,3850.0,1M,-597.104895608678,161.05875591889762,5.392861793973416
2021-02-25,3850.0,1M,-586.2581099448468,153.1798732086003,5.96256553981043
2021-02-25,3850.0,1M,-296.50475910291715,104.46424604863418,0.09896569310566189
2021-02-25,3850.0,1M,-345.50921743724666,112.51433573268878,1.1058043809584615
2021-02-25,3850.0,1M,-268.12130186600206,98.64717292390807,-0.35138884198162096
2021-02-25,3850.0,1M,-264.9805427342816,98.10622748787321,-0.41611109977809513
2021-02-25,3850.0,1M,-245.93369295990362,93.32788990796074,-0.6003293628615561
2021-02-25,3850.0,1M,-291.1102009239761,106.16547990737449,-0.3030025755859395
2021-02-25,3850.0,1M,-271.8713679910019,101.63565208240561,-0.5536091785245075
2021-03-02,3850.0,1M,-270.7342910268583,101.92317320568345,-0.6458637894919425
2021-03-02,3850.0,1M,-243.03080485813118,100.10001048973332,-1.7595403040707536
2021-03-02,3850.0,1M,-262.0232525310467,102.64387691550954,-0.9952605484156065
2021-03-02,3850.0,1M,-259.06862259041833,104.39920289166997,-1.3266583515783694
2021-03-02,3850.0,1M,-260.24672707678457,106.15117729187926,-1.4496679720788492
2021-03-03,3850.0,1M,-258.709118523052,104.55468201515289,-1.311454152906429
2021-03-03,3850.0,1M,-329.0623164986006,156.00865367572155,-4.590986443083641
2021-03-05,3850.0,1M,-335.11845986382707,162.21840491360015,-5.017961436098023
2021-03-05,3850.0,1M,-327.4976666018438,162.09418243245457,-5.380251216977856
2021-03-05,3850.0,1M,-345.40044772796676,158.8556109457573,-4.329497225027319
2021-03-05,3850.0,1M,-344.2933483783966,168.80806268646853,-5.336418289310523
2021-03-05,3850.0,1M,-345.72408409345485,171.1858308516687,-5.458224418141243
2021-03-05,3850.0,1M,-340.79287923143914,172.9845105321765,-5.884308709689806
2021-03-05,3850.0,1M,-371.26099289983796,150.8823403943875,-1.5490866041955045
2021-03-05,3850.0,1M,-372.11618371746636,150.20037497814891,-1.3375859732019362
2021-03-05,3850.0,1M,-375.3146551819147,151.65069546595663,-1.3828417770432324
2021-03-08,3850.0,1M,-390.80105222269106,174.25683031404756,-3.441484172331828
2021-03-08,3850.0,1M,-351.0771547505139,147.10111918517748,-1.6701646152201954
2021-03-08,3850.0,1M,-360.0569273106995,151.02596824780107,-1.7986360082941584
2021-03-08,3850.0,1M,-357.55262596337167,150.51103836573364,-1.8250038071517487
2021-03-09,3850.0,1M,-367.74730874938933,163.44106148549614,-2.662224194087017
2021-03-09,3850.0,1M,-399.9486755055425,161.44008614598343,-0.7204058113467153
2021-03-09,3850.0,1M,-400.6312560204257,155.47619480569074,0.027329577896023846
2021-03-09,3850.0,1M,-399.4541196073863,153.89773957790393,0.13262362609158856
2021-02-25,3855.0,1M,-211.96023372526258,27.385646999049815,3.8861277034105997
2021-02-25,3855.0,1M,-311.60026596234604,51.3190969309634,5.0002554054541415
2021-02-25,3855.0,1M,-150.71383444349712,17.42048006102194,2.6310638582007284
2021-03-02,3855.0,1M,-174.66521388723493,-5.933567716843126,6.734677058384433
2021-03-02,3855.0,1M,-170.49426471321732,-5.99508466636781,6.578882622965329
2021-03-02,3855.0,1M,-169.16671167088302,-11.009571083225843,7.04533228654609
2021-03-02,3855.0,1M,-161.69484318684766,-9.871987336357018,6.618742721398157
2021-03-02,3855.0,1M,-157.79932324295305,-2.813117447423884,5.715787690324554
2021-03-02,3855.0,1M,-157.31640589921713,6.2803761077198645,5.034376487153316
2021-03-02,3855.0,1M,-197.89935352137587,7.681706624864108,6.557711506282489
2021-03-02,3855.0,1M,-200.2220960239389,7.828801292461175,6.700220680202817
2021-03-03,3855.0,1M,-165.09009274689762,9.317120273500233,4.772310932083074
2021-03-05,3855.0,1M,-161.1351680586456,7.738502001560218,4.778065099364363
2021-03-05,3855.0,1M,-165.02764543890805,6.711917297291338,4.99267304198794
2021-03-05,3855.0,1M,-138.7944560313803,4.643511445623959,4.19030175161949
2021-03-05,3855.0,1M,-153.49864536538985,0.111255617532115,5.22473836454625
2021-03-05,3855.0,1M,-148.42974318224242,-14.081092062748127,6.7871038058083295
2021-03-05,3855.0,1M,-150.20883249621284,-13.48351627001818,6.787247501917923
2021-03-05,3855.0,1M,-188.947231127474,-0.005450276558680582,7.063379660634417
2021-03-08,3855.0,1M,-220.04612360892804,-13.475939116781817,10.202417989838752
2021-03-09,3855.0,1M,-216.18880569524663,-10.227263025329341,9.708865126715091
2021-03-09,3855.0,1M,-218.59072752126465,-7.291623374581825,9.539772501515179
2021-03-09,3855.0,1M,-189.4776619838443,11.07309646850213,6.404395677171661
2021-03-09,3855.0,1M,-191.96215801475338,33.815399658931966,4.148487885307078
2021-03-09,3855.0,1M,-194.07488086883464,36.40634838543491,4.008529175607572
2021-03-09,3855.0,1M,-193.90164734415038,36.07871750864373,4.04800531409417
2021-02-25,3845.0,1M,-46.556536921811706,-30.280525923511146,5.797438468945999
2021-02-25,3845.0,1M,-1.2898082773167723,-36.852869503136944,4.825242364788982
2021-02-25,3845.0,1M,43.50632227060367,-45.07318093720524,3.9501597764729
2021-02-25,3845.0,1M,-97.12478540736214,-11.23799911429435,5.600937087298004
2021-02-25,3845.0,1M,-154.18891739912198,-0.10689114284867507,6.666793402778808
2021-03-03,3845.0,1M,-169.64208148213737,6.5796945882048075,6.511599153528934
2021-03-03,3845.0,1M,-207.09738545278012,19.906450751880808,6.409163690090842
2021-03-03,3845.0,1M,-204.24382214997055,19.139942753284178,6.4032294026681935
2021-03-03,3845.0,1M,-196.58210428804293,16.15285322031124,6.443106112868961
2021-03-05,3845.0,1M,-286.6635519764172,7.812462404455832,10.854447723724526
2021-03-05,3845.0,1M,-292.00791795205794,8.970355133486061,10.964561920950835
2021-03-05,3845.0,1M,-303.788538571456,7.91485604368534,11.554834186144777
2021-03-05,3845.0,1M,-278.8280137768781,14.029170303140175,9.974121793731635
2021-03-05,3845.0,1M,-279.52416016951673,23.506492480876403,8.750293151277496
2021-03-05,3845.0,1M,-279.0853705292535,22.217019733773796,8.828259709579863
2021-03-05,3845.0,1M,-275.458428747777,20.217264773772353,8.916370384929758
2021-03-08,3845.0,1M,-285.92908005162593,63.7699386990745,3.6703623161119876
2021-03-08,3845.0,1M,-272.34277658040617,58.01009633218091,3.7488823467395362
2021-03-08,3845.0,1M,-255.1925606485554,56.87007113620768,3.1564784610001335
2021-03-08,3845.0,1M,-255.8386783860647,56.62049449915241,3.19771159815787
